image_id,delta,realization_id,dice,iou,hd95
ISIC_0000313,0.1,1,0.9203,0.8524,22.47
ISIC_0000313,0.1,2,0.8951,0.8102,30.81
ISIC_0000313,0.2,0,0.7403,0.5877,133.55
ISIC_0000313,0.2,1,0.7252,0.5689,82.64
ISIC_0000313,0.2,2,0.9236,0.8581,32.0
ISIC_0000314,0.0,0,0.9739,0.9492,13.0
ISIC_0000314,0.05,0,0.9613,0.9255,26.91
ISIC_0000314,0.05,1,0.9331,0.8746,25.32
ISIC_0000314,0.05,2,0.9688,0.9396,14.0
ISIC_0000314,0.1,0,0.9385,0.8841,29.99
ISIC_0000314,0.1,1,0.8787,0.7837,112.45
ISIC_0000314,0.1,2,0.8988,0.8162,45.71
ISIC_0000314,0.2,0,0.6517,0.4833,114.12
ISIC_0000314,0.2,1,0.9163,0.8455,48.84
ISIC_0000314,0.2,2,0.7615,0.6149,78.79
ISIC_0000315,0.0,0,0.9224,0.856,16.28
ISIC_0000315,0.05,0,0.9611,0.9251,12.53
ISIC_0000315,0.05,1,0.9085,0.8324,18.0
ISIC_0000315,0.05,2,0.9287,0.8669,16.12
ISIC_0000315,0.1,0,0.886,0.7953,31.58
ISIC_0000315,0.1,1,0.8293,0.7083,35.78
ISIC_0000315,0.1,2,0.8344,0.7158,38.01
ISIC_0000315,0.2,0,0.6904,0.5272,98.16
ISIC_0000315,0.2,1,0.7476,0.597,70.32
ISIC_0000315,0.2,2,0.815,0.6877,69.22
ISIC_0000316,0.0,0,0.9,0.8182,46.26
ISIC_0000316,0.05,0,0.9052,0.8268,42.95
ISIC_0000316,0.05,1,0.8879,0.7985,48.0
ISIC_0000316,0.05,2,0.8839,0.7919,53.0
ISIC_0000316,0.1,0,0.8245,0.7014,58.86
ISIC_0000316,0.1,1,0.8457,0.7327,65.23
ISIC_0000316,0.1,2,0.8421,0.7273,116.07
ISIC_0000316,0.2,0,0.8842,0.7924,64.88
ISIC_0000316,0.2,1,0.7638,0.6178,108.22
ISIC_0000316,0.2,2,0.862,0.7575,59.09
ISIC_0000317,0.0,0,0.8544,0.7458,16.29
ISIC_0000317,0.05,0,0.8415,0.7263,17.66
ISIC_0000317,0.05,1,0.8785,0.7834,14.32
ISIC_0000317,0.05,2,0.8697,0.7694,16.13
ISIC_0000317,0.1,0,0.8089,0.6791,17.0
ISIC_0000317,0.1,1,0.8605,0.7551,13.42
ISIC_0000317,0.1,2,0.8737,0.7757,14.42
ISIC_0000317,0.2,0,0.702,0.5409,37.22
ISIC_0000317,0.2,1,0.9068,0.8295,16.08
ISIC_0000317,0.2,2,0.7424,0.5904,36.64
ISIC_0000319,0.0,0,0.896,0.8115,22.94
ISIC_0000319,0.05,0,0.909,0.8332,21.93
ISIC_0000319,0.05,1,0.8989,0.8163,23.26
ISIC_0000319,0.05,2,0.8972,0.8136,23.27
ISIC_0000319,0.1,0,0.8562,0.7486,45.18
ISIC_0000319,0.1,1,0.908,0.8316,22.92
ISIC_0000319,0.1,2,0.9114,0.8372,19.42
ISIC_0000319,0.2,0,0.921,0.8536,19.65
ISIC_0000319,0.2,1,0.7796,0.6388,50.6
ISIC_0000319,0.2,2,0.9151,0.8434,19.01
ISIC_0000320,0.0,0,0.9249,0.8603,26.96
ISIC_0000320,0.05,0,0.9243,0.8592,25.38
ISIC_0000320,0.05,1,0.9579,0.9191,18.36
ISIC_0000320,0.05,2,0.9441,0.8941,19.24
ISIC_0000320,0.1,0,0.8331,0.714,142.26
ISIC_0000320,0.1,1,0.8732,0.7749,76.16
ISIC_0000320,0.1,2,0.8939,0.8081,67.21
ISIC_0000320,0.2,0,0.6496,0.481,161.41
ISIC_0000320,0.2,1,0.9588,0.9208,19.03
ISIC_0000320,0.2,2,0.7924,0.6561,116.07
ISIC_0000321,0.0,0,0.8953,0.8105,48.8
ISIC_0000321,0.05,0,0.7928,0.6567,75.81
ISIC_0000321,0.05,1,0.8353,0.7172,60.0
ISIC_0000321,0.05,2,0.9268,0.8636,32.2
ISIC_0000321,0.1,0,0.8511,0.7407,55.53
ISIC_0000321,0.1,1,0.8167,0.6902,67.47
ISIC_0000321,0.1,2,0.8969,0.8131,46.65
ISIC_0000321,0.2,0,0.7547,0.606,99.91
ISIC_0000321,0.2,1,0.5127,0.3447,160.0
ISIC_0000321,0.2,2,0.87,0.7698,74.41
ISIC_0000322,0.0,0,0.8381,0.7213,72.56
ISIC_0000322,0.05,0,0.8291,0.7081,70.0
ISIC_0000322,0.05,1,0.8426,0.7279,70.08
ISIC_0000322,0.05,2,0.8222,0.698,77.95
ISIC_0000322,0.1,0,0.895,0.8099,38.0
ISIC_0000322,0.1,1,0.8279,0.7063,74.73
ISIC_0000322,0.1,2,0.7301,0.575,74.33
ISIC_0000322,0.2,0,0.7586,0.6111,70.69
ISIC_0000322,0.2,1,0.8452,0.7319,63.47
ISIC_0000322,0.2,2,0.7925,0.6564,69.3
ISIC_0000323,0.0,0,0.9011,0.82,30.0
ISIC_0000323,0.05,0,0.8869,0.7967,33.0
ISIC_0000323,0.05,1,0.9164,0.8457,23.32
ISIC_0000323,0.05,2,0.8825,0.7897,29.0
ISIC_0000323,0.1,0,0.8669,0.765,25.5
ISIC_0000323,0.1,1,0.8242,0.701,36.65
ISIC_0000323,0.1,2,0.8322,0.7126,36.06
ISIC_0000323,0.2,0,0.7803,0.6397,52.88
ISIC_0000323,0.2,1,0.7637,0.6177,60.29
ISIC_0000323,0.2,2,0.6469,0.4781,67.09
ISIC_0000324,0.0,0,0.8824,0.7896,53.27
ISIC_0000324,0.05,0,0.8493,0.738,58.54
ISIC_0000324,0.05,1,0.8694,0.7689,58.37
ISIC_0000324,0.05,2,0.8882,0.7989,54.57
ISIC_0000324,0.1,0,0.8177,0.6917,93.83
ISIC_0000324,0.1,1,0.8742,0.7764,68.88
ISIC_0000324,0.1,2,0.835,0.7167,71.0
ISIC_0000324,0.2,0,0.7888,0.6513,96.17
ISIC_0000324,0.2,1,0.7953,0.6602,98.76
ISIC_0000324,0.2,2,0.8165,0.6899,92.12
ISIC_0000325,0.0,0,0.9711,0.9438,10.82
ISIC_0000325,0.05,0,0.9793,0.9595,9.85
ISIC_0000325,0.05,1,0.9596,0.9224,15.13
ISIC_0000325,0.05,2,0.9544,0.9127,14.14
ISIC_0000325,0.1,0,0.8867,0.7964,45.97
ISIC_0000325,0.1,1,0.951,0.9066,35.87
ISIC_0000325,0.1,2,0.968,0.938,15.24
ISIC_0000325,0.2,0,0.8252,0.7024,84.33
ISIC_0000325,0.2,1,0.8354,0.7173,84.18
ISIC_0000325,0.2,2,0.9448,0.8954,40.16
ISIC_0000326,0.0,0,0.931,0.8708,27.86
ISIC_0000326,0.05,0,0.9053,0.827,22.86
ISIC_0000326,0.05,1,0.9294,0.8682,19.42
ISIC_0000326,0.05,2,0.93,0.8691,30.76
ISIC_0000326,0.1,0,0.8782,0.7828,28.32
ISIC_0000326,0.1,1,0.8616,0.7568,29.07
ISIC_0000326,0.1,2,0.9192,0.8505,31.98
ISIC_0000326,0.2,0,0.7646,0.6189,74.86
ISIC_0000326,0.2,1,0.8927,0.8061,41.0
ISIC_0000326,0.2,2,0.8977,0.8143,37.7
ISIC_0000327,0.0,0,0.8931,0.8068,33.26
ISIC_0000327,0.05,0,0.8893,0.8006,33.95
ISIC_0000327,0.05,1,0.8808,0.787,36.21
ISIC_0000327,0.05,2,0.8815,0.7882,34.89
ISIC_0000327,0.1,0,0.882,0.7889,33.25
ISIC_0000327,0.1,1,0.9041,0.825,34.37
ISIC_0000327,0.1,2,0.7443,0.5928,62.65
ISIC_0000327,0.2,0,0.8374,0.7203,74.15
ISIC_0000327,0.2,1,0.7663,0.6211,66.58
ISIC_0000327,0.2,2,0.7619,0.6153,77.8
ISIC_0000328,0.0,0,0.8913,0.8039,46.01
ISIC_0000328,0.05,0,0.8811,0.7875,55.5
ISIC_0000328,0.05,1,0.8761,0.7795,56.02
ISIC_0000328,0.05,2,0.868,0.7668,57.52
ISIC_0000328,0.1,0,0.8122,0.6838,145.53
ISIC_0000328,0.1,1,0.8988,0.8162,65.57
ISIC_0000328,0.1,2,0.9266,0.8632,39.83
ISIC_0000328,0.2,0,0.7547,0.6061,104.1
ISIC_0000328,0.2,1,0.8409,0.7254,72.56
ISIC_0000328,0.2,2,0.8278,0.7062,119.53
ISIC_0000329,0.0,0,0.9169,0.8466,17.46
ISIC_0000329,0.05,0,0.8979,0.8147,21.03
ISIC_0000329,0.05,1,0.877,0.781,25.0
ISIC_0000329,0.05,2,0.874,0.7763,24.04
ISIC_0000329,0.1,0,0.8964,0.8122,35.0
ISIC_0000329,0.1,1,0.8767,0.7805,27.0
ISIC_0000329,0.1,2,0.9458,0.8972,13.89
ISIC_0000329,0.2,0,0.9252,0.8608,41.87
ISIC_0000329,0.2,1,0.9367,0.881,27.8
ISIC_0000329,0.2,2,0.8991,0.8167,38.9
ISIC_0000330,0.0,0,0.898,0.815,26.63
ISIC_0000330,0.05,0,0.8726,0.774,29.48
ISIC_0000330,0.05,1,0.9245,0.8596,20.28
ISIC_0000330,0.05,2,0.8821,0.7891,28.84
ISIC_0000330,0.1,0,0.8778,0.7822,37.48
ISIC_0000330,0.1,1,0.9357,0.8792,22.02
ISIC_0000330,0.1,2,0.8822,0.7892,29.93
ISIC_0000330,0.2,0,0.9205,0.8528,24.19
ISIC_0000330,0.2,1,0.9029,0.823,27.78
ISIC_0000330,0.2,2,0.8315,0.7116,71.07
ISIC_0000331,0.0,0,0.8837,0.7916,35.61
ISIC_0000331,0.05,0,0.9073,0.8304,33.53
ISIC_0000331,0.05,1,0.886,0.7954,36.26
ISIC_0000331,0.05,2,0.9019,0.8213,34.21
ISIC_0000331,0.1,0,0.8994,0.8173,34.89
ISIC_0000331,0.1,1,0.8893,0.8007,37.0
ISIC_0000331,0.1,2,0.8779,0.7824,42.0
ISIC_0000331,0.2,0,0.8022,0.6698,56.43
ISIC_0000331,0.2,1,0.9086,0.8326,38.24
ISIC_0000331,0.2,2,0.8485,0.7369,71.47
ISIC_0000332,0.0,0,0.9483,0.9017,18.37
ISIC_0000332,0.05,0,0.9512,0.907,17.99
ISIC_0000332,0.05,1,0.9467,0.8988,17.0
ISIC_0000332,0.05,2,0.938,0.8832,20.52
ISIC_0000332,0.1,0,0.9229,0.8568,22.02
ISIC_0000332,0.1,1,0.9173,0.8472,24.66
ISIC_0000332,0.1,2,0.9497,0.9042,15.62
ISIC_0000332,0.2,0,0.905,0.8264,26.27
ISIC_0000332,0.2,1,0.9045,0.8256,30.31
ISIC_0000332,0.2,2,0.5961,0.4246,91.57
ISIC_0000336,0.0,0,0.8249,0.702,35.36
ISIC_0000336,0.05,0,0.8043,0.6727,36.8
ISIC_0000336,0.05,1,0.8463,0.7336,34.21
ISIC_0000336,0.05,2,0.8275,0.7057,34.54
ISIC_0000336,0.1,0,0.7701,0.6262,40.36
ISIC_0000336,0.1,1,0.7707,0.6269,38.9
ISIC_0000336,0.1,2,0.7802,0.6397,40.36
ISIC_0000336,0.2,0,0.6725,0.5065,59.94
ISIC_0000336,0.2,1,0.8036,0.6717,37.62
ISIC_0000336,0.2,2,0.7145,0.5559,83.52
ISIC_0000337,0.0,0,0.9157,0.8446,50.45
ISIC_0000337,0.05,0,0.9173,0.8472,52.95
ISIC_0000337,0.05,1,0.8613,0.7563,108.8
ISIC_0000337,0.05,2,0.9353,0.8785,41.76
ISIC_0000337,0.1,0,0.8139,0.6863,105.25
ISIC_0000337,0.1,1,0.8229,0.6991,113.43
ISIC_0000337,0.1,2,0.8499,0.739,111.26
ISIC_0000337,0.2,0,0.7428,0.5908,134.99
ISIC_0000337,0.2,1,0.7758,0.6337,139.02
ISIC_0000337,0.2,2,0.7001,0.5385,122.78
ISIC_0000338,0.0,0,0.9757,0.9525,6.71
ISIC_0000338,0.05,0,0.9775,0.956,7.07
ISIC_0000338,0.05,1,0.962,0.9269,10.0
ISIC_0000338,0.05,2,0.9782,0.9573,6.0
ISIC_0000338,0.1,0,0.953,0.9102,15.0
ISIC_0000338,0.1,1,0.8784,0.7831,27.01
ISIC_0000338,0.1,2,0.9168,0.8463,24.0
ISIC_0000338,0.2,0,0.7319,0.5771,60.41
ISIC_0000338,0.2,1,0.8419,0.727,66.15
ISIC_0000338,0.2,2,0.6811,0.5164,73.81
ISIC_0000339,0.0,0,0.8476,0.7355,38.33
ISIC_0000339,0.05,0,0.8061,0.6752,48.08
ISIC_0000339,0.05,1,0.8813,0.7878,29.53
ISIC_0000339,0.05,2,0.8187,0.693,63.09
ISIC_0000339,0.1,0,0.8399,0.7239,44.0
ISIC_0000339,0.1,1,0.8346,0.7162,46.55
ISIC_0000339,0.1,2,0.909,0.8332,22.36
ISIC_0000339,0.2,0,0.7746,0.6321,71.02
ISIC_0000339,0.2,1,0.8022,0.6697,73.64
ISIC_0000339,0.2,2,0.7921,0.6558,74.72
ISIC_0000340,0.0,0,0.9365,0.8805,16.76
ISIC_0000340,0.05,0,0.907,0.8298,20.4
ISIC_0000340,0.05,1,0.9463,0.8981,17.03
ISIC_0000340,0.05,2,0.9081,0.8317,21.01
ISIC_0000340,0.1,0,0.9043,0.8253,26.97
ISIC_0000340,0.1,1,0.9272,0.8643,19.03
ISIC_0000340,0.1,2,0.9512,0.9069,13.62
ISIC_0000340,0.2,0,0.9461,0.8977,23.19
ISIC_0000340,0.2,1,0.9119,0.8381,41.01
ISIC_0000340,0.2,2,0.933,0.8744,22.44
ISIC_0000341,0.0,0,0.9406,0.8879,16.76
ISIC_0000341,0.05,0,0.9498,0.9043,14.76
ISIC_0000341,0.05,1,0.9022,0.8219,22.47
ISIC_0000341,0.05,2,0.9365,0.8805,18.38
ISIC_0000341,0.1,0,0.9208,0.8533,25.0
ISIC_0000341,0.1,1,0.8995,0.8173,32.05
ISIC_0000341,0.1,2,0.8765,0.7802,38.01
ISIC_0000341,0.2,0,0.93,0.8691,27.66
ISIC_0000341,0.2,1,0.9082,0.8318,40.83
ISIC_0000341,0.2,2,0.6421,0.4728,108.17
ISIC_0000342,0.0,0,0.9393,0.8856,24.74
ISIC_0000342,0.05,0,0.8889,0.8,36.0
ISIC_0000342,0.05,1,0.9324,0.8734,25.8
ISIC_0000342,0.05,2,0.9021,0.8217,28.5
ISIC_0000342,0.1,0,0.8716,0.7724,34.77
ISIC_0000342,0.1,1,0.8601,0.7546,35.09
ISIC_0000342,0.1,2,0.875,0.7777,41.04
ISIC_0000342,0.2,0,0.875,0.7777,51.43
ISIC_0000342,0.2,1,0.7481,0.5976,72.02
ISIC_0000342,0.2,2,0.7558,0.6074,83.18
ISIC_0000343,0.0,0,0.9064,0.8288,36.35
ISIC_0000343,0.05,0,0.9075,0.8307,45.27
ISIC_0000343,0.05,1,0.8945,0.8091,85.42
ISIC_0000343,0.05,2,0.9147,0.8429,35.01
ISIC_0000343,0.1,0,0.8965,0.8124,90.3
ISIC_0000343,0.1,1,0.9062,0.8285,85.23
ISIC_0000343,0.1,2,0.8347,0.7162,97.05
ISIC_0000343,0.2,0,0.7827,0.643,123.45
ISIC_0000343,0.2,1,0.6552,0.4872,207.17
ISIC_0000343,0.2,2,0.7512,0.6016,103.6
ISIC_0000344,0.0,0,0.9009,0.8196,46.73
ISIC_0000344,0.05,0,0.9216,0.8546,44.66
ISIC_0000344,0.05,1,0.8794,0.7848,52.37
ISIC_0000344,0.05,2,0.9148,0.8429,44.25
ISIC_0000344,0.1,0,0.8617,0.757,53.6
ISIC_0000344,0.1,1,0.8726,0.774,52.97
ISIC_0000344,0.1,2,0.9046,0.8258,48.01
ISIC_0000344,0.2,0,0.9117,0.8377,53.89
ISIC_0000344,0.2,1,0.6895,0.5262,181.81
ISIC_0000344,0.2,2,0.8393,0.7231,99.7
ISIC_0000345,0.0,0,0.7422,0.5901,30.81
ISIC_0000345,0.05,0,0.7414,0.589,30.76
ISIC_0000345,0.05,1,0.7559,0.6076,29.28
ISIC_0000345,0.05,2,0.7516,0.602,30.88
ISIC_0000345,0.1,0,0.7155,0.557,32.21
ISIC_0000345,0.1,1,0.8097,0.6802,26.08
ISIC_0000345,0.1,2,0.7691,0.6248,30.36
ISIC_0000345,0.2,0,0.8306,0.7103,23.0
ISIC_0000345,0.2,1,0.7013,0.54,33.24
ISIC_0000345,0.2,2,0.6558,0.4879,38.6
ISIC_0000346,0.0,0,0.9429,0.892,19.02
ISIC_0000346,0.05,0,0.9457,0.897,20.06
ISIC_0000346,0.05,1,0.9302,0.8695,21.02
ISIC_0000346,0.05,2,0.9171,0.8469,23.35
ISIC_0000346,0.1,0,0.9028,0.8228,29.0
ISIC_0000346,0.1,1,0.9096,0.8343,33.07
ISIC_0000346,0.1,2,0.8141,0.6865,53.71
ISIC_0000346,0.2,0,0.8652,0.7624,60.44
ISIC_0000346,0.2,1,0.8382,0.7215,88.39
ISIC_0000346,0.2,2,0.7898,0.6526,80.0
ISIC_0000348,0.0,0,0.9428,0.8917,20.58
ISIC_0000348,0.05,0,0.9322,0.8731,26.17
ISIC_0000348,0.05,1,0.8707,0.771,36.24
ISIC_0000348,0.05,2,0.9164,0.8457,31.83
ISIC_0000348,0.1,0,0.9251,0.8607,25.46
ISIC_0000348,0.1,1,0.8357,0.7177,57.31
ISIC_0000348,0.1,2,0.8747,0.7773,60.23
ISIC_0000348,0.2,0,0.7662,0.621,89.2
ISIC_0000348,0.2,1,0.8263,0.704,69.23
ISIC_0000348,0.2,2,0.8826,0.7899,50.06
ISIC_0000349,0.0,0,0.9359,0.8795,18.97
ISIC_0000349,0.05,0,0.9427,0.8916,17.0
ISIC_0000349,0.05,1,0.943,0.8921,18.72
ISIC_0000349,0.05,2,0.9592,0.9216,13.0
ISIC_0000349,0.1,0,0.9221,0.8555,21.2
ISIC_0000349,0.1,1,0.9195,0.851,20.24
ISIC_0000349,0.1,2,0.8503,0.7395,43.12
ISIC_0000349,0.2,0,0.653,0.4848,75.29
ISIC_0000349,0.2,1,0.7876,0.6496,49.0
ISIC_0000349,0.2,2,0.8203,0.6953,36.88
ISIC_0000350,0.0,0,0.962,0.9268,14.14
ISIC_0000350,0.05,0,0.9564,0.9165,15.0
ISIC_0000350,0.05,1,0.9507,0.906,14.32
ISIC_0000350,0.05,2,0.9452,0.8961,20.01
ISIC_0000350,0.1,0,0.9382,0.8836,26.15
ISIC_0000350,0.1,1,0.9682,0.9384,11.22
ISIC_0000350,0.1,2,0.905,0.8264,36.0
ISIC_0000350,0.2,0,0.8304,0.71,86.33
ISIC_0000350,0.2,1,0.933,0.8743,27.0
ISIC_0000350,0.2,2,0.8625,0.7582,58.68
ISIC_0000351,0.0,0,0.9127,0.8394,31.9
ISIC_0000351,0.05,0,0.8954,0.8106,34.19
ISIC_0000351,0.05,1,0.9133,0.8404,29.63
ISIC_0000351,0.05,2,0.8352,0.717,39.39
ISIC_0000351,0.1,0,0.9079,0.8314,27.82
ISIC_0000351,0.1,1,0.772,0.6287,43.46
ISIC_0000351,0.1,2,0.7653,0.6199,40.81
ISIC_0000351,0.2,0,0.6842,0.52,75.59
ISIC_0000351,0.2,1,0.772,0.6286,46.4
ISIC_0000351,0.2,2,0.7666,0.6216,76.98
ISIC_0000352,0.0,0,0.8834,0.7912,25.0
ISIC_0000352,0.05,0,0.8943,0.8088,22.76
ISIC_0000352,0.05,1,0.8977,0.8144,22.36
ISIC_0000352,0.05,2,0.8968,0.813,22.67
ISIC_0000352,0.1,0,0.8786,0.7835,25.96
ISIC_0000352,0.1,1,0.8741,0.7763,24.02
ISIC_0000352,0.1,2,0.9007,0.8193,26.08
ISIC_0000352,0.2,0,0.8032,0.6711,44.35
ISIC_0000352,0.2,1,0.7532,0.6041,67.48
ISIC_0000352,0.2,2,0.8535,0.7444,39.29
ISIC_0000353,0.0,0,0.8756,0.7788,41.05
ISIC_0000353,0.05,0,0.8942,0.8087,40.5
ISIC_0000353,0.05,1,0.8566,0.7492,44.0
ISIC_0000353,0.05,2,0.877,0.7809,41.68
ISIC_0000353,0.1,0,0.8602,0.7547,41.62
ISIC_0000353,0.1,1,0.8577,0.7508,43.01
ISIC_0000353,0.1,2,0.9034,0.8238,39.16
ISIC_0000353,0.2,0,0.7167,0.5584,92.47
ISIC_0000353,0.2,1,0.7961,0.6612,102.94
ISIC_0000353,0.2,2,0.6435,0.4743,98.41
ISIC_0000354,0.0,0,0.9554,0.9146,21.03
ISIC_0000354,0.05,0,0.9177,0.848,41.0
ISIC_0000354,0.05,1,0.952,0.9085,27.17
ISIC_0000354,0.05,2,0.9492,0.9033,29.21
ISIC_0000354,0.1,0,0.7043,0.5436,98.52
ISIC_0000354,0.1,1,0.9349,0.8778,33.06
ISIC_0000354,0.1,2,0.9305,0.87,36.11
ISIC_0000354,0.2,0,0.8529,0.7436,97.0
ISIC_0000354,0.2,1,0.918,0.8484,50.03
ISIC_0000354,0.2,2,0.8421,0.7272,102.0
ISIC_0000355,0.0,0,0.9437,0.8934,23.32
ISIC_0000355,0.05,0,0.9576,0.9187,20.25
ISIC_0000355,0.05,1,0.9309,0.8707,26.4
ISIC_0000355,0.05,2,0.9142,0.8419,31.89
ISIC_0000355,0.1,0,0.9442,0.8943,35.0
ISIC_0000355,0.1,1,0.339,0.2041,147.11
ISIC_0000355,0.1,2,0.7792,0.6383,120.3
ISIC_0000355,0.2,0,0.1366,0.0733,246.26
ISIC_0000355,0.2,1,0.1938,0.1073,238.23
ISIC_0000355,0.2,2,0.3293,0.1971,125.57
ISIC_0000357,0.0,0,0.9153,0.8438,21.0
ISIC_0000357,0.05,0,0.9023,0.8219,21.1
ISIC_0000357,0.05,1,0.8867,0.7964,23.0
ISIC_0000357,0.05,2,0.9294,0.8682,18.96
ISIC_0000357,0.1,0,0.8827,0.79,40.19
ISIC_0000357,0.1,1,0.91,0.8349,20.59
ISIC_0000357,0.1,2,0.934,0.8762,18.6
ISIC_0000357,0.2,0,0.8911,0.8037,37.34
ISIC_0000357,0.2,1,0.8813,0.7878,34.01
ISIC_0000357,0.2,2,0.8687,0.7679,39.82
ISIC_0000358,0.0,0,0.9124,0.839,22.02
ISIC_0000358,0.05,0,0.9094,0.8339,22.83
ISIC_0000358,0.05,1,0.8955,0.8108,25.5
ISIC_0000358,0.05,2,0.9405,0.8877,19.02
ISIC_0000358,0.1,0,0.2872,0.1677,128.77
ISIC_0000358,0.1,1,0.9034,0.8238,26.84
ISIC_0000358,0.1,2,0.6159,0.445,128.07
ISIC_0000358,0.2,0,0.8528,0.7433,55.03
ISIC_0000358,0.2,1,0.7514,0.6017,60.44
ISIC_0000358,0.2,2,0.7246,0.5681,81.0
ISIC_0000359,0.0,0,0.9599,0.9228,71.85
ISIC_0000359,0.05,0,0.9407,0.888,81.68
ISIC_0000359,0.05,1,0.9133,0.8404,79.91
ISIC_0000359,0.05,2,0.9236,0.8581,44.94
ISIC_0000359,0.1,0,0.8903,0.8022,57.01
ISIC_0000359,0.1,1,0.8703,0.7704,114.21
ISIC_0000359,0.1,2,0.8992,0.8168,55.64
ISIC_0000359,0.2,0,0.883,0.7905,57.27
ISIC_0000359,0.2,1,0.7206,0.5632,157.07
ISIC_0000359,0.2,2,0.897,0.8132,62.32
ISIC_0000360,0.0,0,0.8686,0.7677,21.93
ISIC_0000360,0.05,0,0.8858,0.795,21.01
ISIC_0000360,0.05,1,0.869,0.7684,22.01
ISIC_0000360,0.05,2,0.877,0.7809,21.92
ISIC_0000360,0.1,0,0.8647,0.7616,28.44
ISIC_0000360,0.1,1,0.851,0.7406,23.83
ISIC_0000360,0.1,2,0.8209,0.6962,32.11
ISIC_0000360,0.2,0,0.7866,0.6483,46.18
ISIC_0000360,0.2,1,0.8368,0.7194,36.5
ISIC_0000360,0.2,2,0.8682,0.7671,25.29
ISIC_0000361,0.0,0,0.9314,0.8716,41.11
ISIC_0000361,0.05,0,0.9342,0.8766,36.98
ISIC_0000361,0.05,1,0.934,0.8761,39.04
ISIC_0000361,0.05,2,0.9327,0.8739,38.19
ISIC_0000361,0.1,0,0.8929,0.8065,60.0
ISIC_0000361,0.1,1,0.9377,0.8827,39.82
ISIC_0000361,0.1,2,0.8777,0.782,47.73
ISIC_0000361,0.2,0,0.8184,0.6926,74.25
ISIC_0000361,0.2,1,0.7989,0.6652,92.04
ISIC_0000361,0.2,2,0.8874,0.7975,110.09
ISIC_0000363,0.0,0,0.9266,0.8633,23.05
ISIC_0000363,0.05,0,0.9416,0.8896,22.0
ISIC_0000363,0.05,1,0.94,0.8867,20.25
ISIC_0000363,0.05,2,0.9256,0.8615,23.0
ISIC_0000363,0.1,0,0.8704,0.7705,32.0
ISIC_0000363,0.1,1,0.826,0.7036,58.68
ISIC_0000363,0.1,2,0.9274,0.8647,34.0
ISIC_0000363,0.2,0,0.9436,0.8933,19.31
ISIC_0000363,0.2,1,0.81,0.6806,99.25
ISIC_0000363,0.2,2,0.4879,0.3227,112.43
ISIC_0000364,0.0,0,0.8818,0.7886,52.34
ISIC_0000364,0.05,0,0.8573,0.7503,65.9
ISIC_0000364,0.05,1,0.8826,0.7899,54.99
ISIC_0000364,0.05,2,0.8753,0.7782,52.0
ISIC_0000364,0.1,0,0.8605,0.7552,56.08
ISIC_0000364,0.1,1,0.8577,0.7508,74.71
ISIC_0000364,0.1,2,0.5892,0.4176,144.39
ISIC_0000364,0.2,0,0.7897,0.6525,97.71
ISIC_0000364,0.2,1,0.7591,0.6117,112.04
ISIC_0000364,0.2,2,0.8345,0.716,92.35
ISIC_0000365,0.0,0,0.927,0.864,18.74
ISIC_0000365,0.05,0,0.9165,0.8459,20.62
ISIC_0000365,0.05,1,0.919,0.8501,21.42
ISIC_0000365,0.05,2,0.9336,0.8755,19.1
ISIC_0000365,0.1,0,0.9153,0.8438,24.58
ISIC_0000365,0.1,1,0.9193,0.8506,20.86
ISIC_0000365,0.1,2,0.887,0.7969,30.24
ISIC_0000365,0.2,0,0.8637,0.7601,35.75
ISIC_0000365,0.2,1,0.8607,0.7554,58.52
ISIC_0000365,0.2,2,0.8914,0.804,39.0
ISIC_0000366,0.0,0,0.9201,0.8521,16.74
ISIC_0000366,0.05,0,0.9051,0.8266,17.8
ISIC_0000366,0.05,1,0.8964,0.8123,18.11
ISIC_0000366,0.05,2,0.9442,0.8944,12.0
ISIC_0000366,0.1,0,0.8567,0.7493,23.55
ISIC_0000366,0.1,1,0.9344,0.8769,14.0
ISIC_0000366,0.1,2,0.8819,0.7888,20.04
ISIC_0000366,0.2,0,0.808,0.6778,45.97
ISIC_0000366,0.2,1,0.9141,0.8419,18.0
ISIC_0000366,0.2,2,0.9247,0.86,16.51
ISIC_0000367,0.0,0,0.9159,0.8448,36.24
ISIC_0000367,0.05,0,0.9251,0.8606,35.78
ISIC_0000367,0.05,1,0.9231,0.8571,34.92
ISIC_0000367,0.05,2,0.8885,0.7993,50.63
ISIC_0000367,0.1,0,0.8068,0.6761,79.91
ISIC_0000367,0.1,1,0.9236,0.8581,40.15
ISIC_0000367,0.1,2,0.8041,0.6724,77.98
ISIC_0000367,0.2,0,0.691,0.5279,98.36
ISIC_0000367,0.2,1,0.8136,0.6858,80.67
ISIC_0000367,0.2,2,0.5935,0.4219,116.67
ISIC_0000368,0.0,0,0.9021,0.8217,55.43
ISIC_0000368,0.05,0,0.8873,0.7975,58.71
ISIC_0000368,0.05,1,0.8799,0.7855,60.83
ISIC_0000368,0.05,2,0.9027,0.8227,57.86
ISIC_0000368,0.1,0,0.9086,0.8324,60.07
ISIC_0000368,0.1,1,0.925,0.8605,54.0
ISIC_0000368,0.1,2,0.8584,0.7519,64.47
ISIC_0000368,0.2,0,0.7746,0.6321,101.6
ISIC_0000368,0.2,1,0.7935,0.6577,99.3
ISIC_0000368,0.2,2,0.7822,0.6423,136.93
ISIC_0000370,0.0,0,0.9017,0.8209,47.63
