ablation_variant,image_id,skin_tone_group,delta,realization_id,dice,iou
Shuffled Contrast Proxy,000614,FST_III_IV_Medium,0.0,0,0.9376,0.8825301204819277
Shuffled Contrast Proxy,000614,FST_III_IV_Medium,0.2,1,0.9,0.8181818181818182
Shuffled Contrast Proxy,000614,FST_III_IV_Medium,0.2,2,0.9381933438985737,0.8835820895522388
Shuffled Contrast Proxy,000614,FST_III_IV_Medium,0.2,3,0.9363057324840764,0.8802395209580839
Shuffled Contrast Proxy,000615,FST_III_IV_Medium,0.0,0,0.8610855565777369,0.7560581583198708
Shuffled Contrast Proxy,000615,FST_III_IV_Medium,0.2,1,0.6976303317535545,0.5356622998544396
Shuffled Contrast Proxy,000615,FST_III_IV_Medium,0.2,2,0.8592964824120602,0.7533039647577092
Shuffled Contrast Proxy,000615,FST_III_IV_Medium,0.2,3,0.8399661303979679,0.724087591240876
Shuffled Contrast Proxy,000618,FST_III_IV_Medium,0.0,0,0.8866666666666667,0.7964071856287425
Shuffled Contrast Proxy,000618,FST_III_IV_Medium,0.2,1,0.8532423208191127,0.7440476190476191
Shuffled Contrast Proxy,000618,FST_III_IV_Medium,0.2,2,0.8766233766233766,0.7803468208092486
Shuffled Contrast Proxy,000618,FST_III_IV_Medium,0.2,3,0.868421052631579,0.7674418604651163
Shuffled Contrast Proxy,000619,FST_III_IV_Medium,0.0,0,0.84244721169464,0.7277829747427502
Shuffled Contrast Proxy,000619,FST_III_IV_Medium,0.2,1,0.7654196157735086,0.61998361998362
Shuffled Contrast Proxy,000619,FST_III_IV_Medium,0.2,2,0.7441638875655073,0.5925644916540213
Shuffled Contrast Proxy,000619,FST_III_IV_Medium,0.2,3,0.7525150905432596,0.603225806451613
Shuffled Contrast Proxy,000620,FST_III_IV_Medium,0.0,0,0.7250673854447439,0.5687103594080338
Shuffled Contrast Proxy,000620,FST_III_IV_Medium,0.2,1,0.6693877551020408,0.5030674846625767
Shuffled Contrast Proxy,000620,FST_III_IV_Medium,0.2,2,0.851764705882353,0.7418032786885246
Shuffled Contrast Proxy,000620,FST_III_IV_Medium,0.2,3,0.8978260869565218,0.814595660749507
Shuffled Contrast Proxy,000622,FST_III_IV_Medium,0.0,0,0.5788336933045356,0.4072948328267477
Shuffled Contrast Proxy,000622,FST_III_IV_Medium,0.2,1,0.4605809128630705,0.2991913746630728
Shuffled Contrast Proxy,000622,FST_III_IV_Medium,0.2,2,0.5550847457627118,0.3841642228739003
Shuffled Contrast Proxy,000622,FST_III_IV_Medium,0.2,3,0.7523992322456814,0.6030769230769231
Shuffled Contrast Proxy,000623,FST_III_IV_Medium,0.0,0,0.8870689655172413,0.7970565453137103
Shuffled Contrast Proxy,000623,FST_III_IV_Medium,0.2,1,0.8445414847161572,0.7309145880574452
Shuffled Contrast Proxy,000623,FST_III_IV_Medium,0.2,2,0.8985148514851485,0.8157303370786517
Shuffled Contrast Proxy,000623,FST_III_IV_Medium,0.2,3,0.8368554522400676,0.7194767441860465
Shuffled Contrast Proxy,000625,FST_III_IV_Medium,0.0,0,0.863905325443787,0.7604166666666666
Shuffled Contrast Proxy,000625,FST_III_IV_Medium,0.2,1,0.7804878048780488,0.64
Shuffled Contrast Proxy,000625,FST_III_IV_Medium,0.2,2,0.8660968660968661,0.7638190954773869
Shuffled Contrast Proxy,000625,FST_III_IV_Medium,0.2,3,0.8595505617977528,0.7536945812807881
Shuffled Contrast Proxy,000626,FST_III_IV_Medium,0.0,0,0.8888888888888888,0.8
Shuffled Contrast Proxy,000626,FST_III_IV_Medium,0.2,1,0.7604395604395604,0.6134751773049646
Shuffled Contrast Proxy,000626,FST_III_IV_Medium,0.2,2,0.90625,0.8285714285714286
Shuffled Contrast Proxy,000626,FST_III_IV_Medium,0.2,3,0.889344262295082,0.8007380073800738
Shuffled Contrast Proxy,000627,FST_III_IV_Medium,0.0,0,0.7777777777777778,0.6363636363636364
Shuffled Contrast Proxy,000627,FST_III_IV_Medium,0.2,1,0.6835443037974683,0.5192307692307693
Shuffled Contrast Proxy,000627,FST_III_IV_Medium,0.2,2,0.8313253012048193,0.711340206185567
Shuffled Contrast Proxy,000627,FST_III_IV_Medium,0.2,3,0.7485380116959064,0.5981308411214953
Shuffled Contrast Proxy,000629,FST_III_IV_Medium,0.0,0,0.6739130434782609,0.5081967213114754
Shuffled Contrast Proxy,000629,FST_III_IV_Medium,0.2,1,0.5806451612903226,0.4090909090909091
Shuffled Contrast Proxy,000629,FST_III_IV_Medium,0.2,2,0.6666666666666666,0.5
Shuffled Contrast Proxy,000629,FST_III_IV_Medium,0.2,3,0.7368421052631579,0.5833333333333334
Shuffled Contrast Proxy,000632,FST_III_IV_Medium,0.0,0,0.8674698795180723,0.7659574468085106
Shuffled Contrast Proxy,000632,FST_III_IV_Medium,0.2,1,0.7872340425531915,0.6491228070175439
Shuffled Contrast Proxy,000632,FST_III_IV_Medium,0.2,2,0.8452950558213717,0.7320441988950276
Shuffled Contrast Proxy,000632,FST_III_IV_Medium,0.2,3,0.8383838383838383,0.7217391304347827
Shuffled Contrast Proxy,000634,FST_III_IV_Medium,0.0,0,0.8543956043956044,0.7458033573141487
Shuffled Contrast Proxy,000634,FST_III_IV_Medium,0.2,1,0.7817403708987162,0.6416861826697893
Shuffled Contrast Proxy,000634,FST_III_IV_Medium,0.2,2,0.8024844720496894,0.6701244813278008
Shuffled Contrast Proxy,000634,FST_III_IV_Medium,0.2,3,0.7595561035758323,0.6123260437375746
Shuffled Contrast Proxy,000636,FST_III_IV_Medium,0.0,0,0.75,0.6
Shuffled Contrast Proxy,000636,FST_III_IV_Medium,0.2,1,0.6521739130434783,0.4838709677419355
Shuffled Contrast Proxy,000636,FST_III_IV_Medium,0.2,2,0.7317073170731707,0.5769230769230769
Shuffled Contrast Proxy,000636,FST_III_IV_Medium,0.2,3,0.5882352941176471,0.4166666666666667
Shuffled Contrast Proxy,000638,FST_III_IV_Medium,0.0,0,0.8571428571428571,0.75
Shuffled Contrast Proxy,000638,FST_III_IV_Medium,0.2,1,0.7586206896551724,0.6111111111111112
Shuffled Contrast Proxy,000638,FST_III_IV_Medium,0.2,2,0.8089887640449438,0.6792452830188679
Shuffled Contrast Proxy,000638,FST_III_IV_Medium,0.2,3,0.8395061728395061,0.723404255319149
Shuffled Contrast Proxy,000639,FST_III_IV_Medium,0.0,0,0.899556272690601,0.8174486803519062
Shuffled Contrast Proxy,000639,FST_III_IV_Medium,0.2,1,0.7973653622626888,0.6630154639175257
Shuffled Contrast Proxy,000639,FST_III_IV_Medium,0.2,2,0.8818040435458787,0.7885952712100139
Shuffled Contrast Proxy,000639,FST_III_IV_Medium,0.2,3,0.8717765042979942,0.7726984126984127
Shuffled Contrast Proxy,000642,FST_III_IV_Medium,0.0,0,0.8407079646017699,0.7251908396946565
Shuffled Contrast Proxy,000642,FST_III_IV_Medium,0.2,1,0.8296460176991151,0.7088846880907372
Shuffled Contrast Proxy,000642,FST_III_IV_Medium,0.2,2,0.8117519042437432,0.6831501831501832
Shuffled Contrast Proxy,000642,FST_III_IV_Medium,0.2,3,0.8789932236205228,0.7841105354058722
Shuffled Contrast Proxy,000644,FST_III_IV_Medium,0.0,0,0.7369853691731881,0.5835129310344828
Shuffled Contrast Proxy,000644,FST_III_IV_Medium,0.2,1,0.5718166383701189,0.4003804089396101
Shuffled Contrast Proxy,000644,FST_III_IV_Medium,0.2,2,0.7587705681465383,0.6113056528264132
Shuffled Contrast Proxy,000644,FST_III_IV_Medium,0.2,3,0.7734231475811391,0.6305541687468796
Shuffled Contrast Proxy,000646,FST_III_IV_Medium,0.0,0,0.9340957917351195,0.8763412176181161
Shuffled Contrast Proxy,000646,FST_III_IV_Medium,0.2,1,0.9160053717494812,0.8450275931974321
Shuffled Contrast Proxy,000646,FST_III_IV_Medium,0.2,2,0.888534936138242,0.7994267791477395
Shuffled Contrast Proxy,000646,FST_III_IV_Medium,0.2,3,0.8554120925999659,0.747353774288128
Shuffled Contrast Proxy,000653,FST_III_IV_Medium,0.0,0,0.9515418502202643,0.907563025210084
Shuffled Contrast Proxy,000653,FST_III_IV_Medium,0.2,1,0.8929384965831435,0.8065843621399177
Shuffled Contrast Proxy,000653,FST_III_IV_Medium,0.2,2,0.9409190371991247,0.8884297520661157
Shuffled Contrast Proxy,000653,FST_III_IV_Medium,0.2,3,0.9246861924686193,0.8599221789883269
Shuffled Contrast Proxy,000006,FST_V_VI_Dark,0.0,0,0.898125185993453,0.8150882247029169
Shuffled Contrast Proxy,000006,FST_V_VI_Dark,0.2,1,0.8328997398439063,0.7136488340192044
Shuffled Contrast Proxy,000006,FST_V_VI_Dark,0.2,2,0.8512412723041117,0.7410096235016039
Shuffled Contrast Proxy,000006,FST_V_VI_Dark,0.2,3,0.8267626657300904,0.7046849274060769
Shuffled Contrast Proxy,000007,FST_V_VI_Dark,0.0,0,0.7733333333333333,0.6304347826086957
Shuffled Contrast Proxy,000007,FST_V_VI_Dark,0.2,1,0.7022222222222222,0.541095890410959
Shuffled Contrast Proxy,000007,FST_V_VI_Dark,0.2,2,0.7372881355932204,0.5838926174496645
Shuffled Contrast Proxy,000007,FST_V_VI_Dark,0.2,3,0.6932270916334662,0.5304878048780488
Shuffled Contrast Proxy,000011,FST_V_VI_Dark,0.0,0,0.9551347662913682,0.9141224489795918
Shuffled Contrast Proxy,000011,FST_V_VI_Dark,0.2,1,0.9454389721627409,0.8965237166991553
Shuffled Contrast Proxy,000011,FST_V_VI_Dark,0.2,2,0.9020626928699041,0.8215976331360947
Shuffled Contrast Proxy,000011,FST_V_VI_Dark,0.2,3,0.8557274597972715,0.747835353669908
Shuffled Contrast Proxy,000012,FST_V_VI_Dark,0.0,0,0.7986111111111112,0.6647398843930635
Shuffled Contrast Proxy,000012,FST_V_VI_Dark,0.2,1,0.8315412186379928,0.7116564417177914
Shuffled Contrast Proxy,000012,FST_V_VI_Dark,0.2,2,0.7972972972972973,0.6629213483146067
Shuffled Contrast Proxy,000012,FST_V_VI_Dark,0.2,3,0.7452229299363057,0.5939086294416244
Shuffled Contrast Proxy,000015,FST_V_VI_Dark,0.0,0,0.9113688309489545,0.8371695178849144
Shuffled Contrast Proxy,000015,FST_V_VI_Dark,0.2,1,0.7878891843211253,0.6500141522785169
Shuffled Contrast Proxy,000015,FST_V_VI_Dark,0.2,2,0.8723970432946145,0.7736739586454899
Shuffled Contrast Proxy,000015,FST_V_VI_Dark,0.2,3,0.8158646790762338,0.6889961515882852
Shuffled Contrast Proxy,000022,FST_V_VI_Dark,0.0,0,0.8893709327548807,0.80078125
Shuffled Contrast Proxy,000022,FST_V_VI_Dark,0.2,1,0.8425552705508733,0.727944280287041
Shuffled Contrast Proxy,000022,FST_V_VI_Dark,0.2,2,0.8713096139288418,0.7719651240778002
Shuffled Contrast Proxy,000022,FST_V_VI_Dark,0.2,3,0.821963002238718,0.6977395479095819
Shuffled Contrast Proxy,000053,FST_V_VI_Dark,0.0,0,0.7886792452830189,0.6510903426791277
Shuffled Contrast Proxy,000053,FST_V_VI_Dark,0.2,1,0.8071428571428572,0.6766467065868264
Shuffled Contrast Proxy,000053,FST_V_VI_Dark,0.2,2,0.8052930056710775,0.6740506329113924
Shuffled Contrast Proxy,000053,FST_V_VI_Dark,0.2,3,0.718381112984823,0.5605263157894737
Shuffled Contrast Proxy,000060,FST_V_VI_Dark,0.0,0,0.9341040462427745,0.8763557483731019
Shuffled Contrast Proxy,000060,FST_V_VI_Dark,0.2,1,0.762119503945885,0.6156648451730419
Shuffled Contrast Proxy,000060,FST_V_VI_Dark,0.2,2,0.8908108108108108,0.8031189083820662
Shuffled Contrast Proxy,000060,FST_V_VI_Dark,0.2,3,0.8715697036223929,0.7723735408560312
Shuffled Contrast Proxy,000077,FST_V_VI_Dark,0.0,0,0.8959687906371911,0.8115429917550059
Shuffled Contrast Proxy,000077,FST_V_VI_Dark,0.2,1,0.8160999306037474,0.6893317702227433
Shuffled Contrast Proxy,000077,FST_V_VI_Dark,0.2,2,0.9064475347661188,0.8289017341040462
Shuffled Contrast Proxy,000077,FST_V_VI_Dark,0.2,3,0.900695762175838,0.8193325661680092
Shuffled Contrast Proxy,000080,FST_V_VI_Dark,0.0,0,0.8858131487889274,0.7950310559006211
Shuffled Contrast Proxy,000080,FST_V_VI_Dark,0.2,1,0.8085106382978723,0.6785714285714286
Shuffled Contrast Proxy,000080,FST_V_VI_Dark,0.2,2,0.8716216216216216,0.7724550898203593
Shuffled Contrast Proxy,000080,FST_V_VI_Dark,0.2,3,0.8242811501597445,0.7010869565217391
Shuffled Contrast Proxy,000087,FST_V_VI_Dark,0.0,0,0.7906976744186046,0.6538461538461539
Shuffled Contrast Proxy,000087,FST_V_VI_Dark,0.2,1,0.8094236432477914,0.6798586572438162
Shuffled Contrast Proxy,000087,FST_V_VI_Dark,0.2,2,0.7948814452389913,0.6595877576514678
Shuffled Contrast Proxy,000087,FST_V_VI_Dark,0.2,3,0.7455012853470437,0.5942622950819673
Shuffled Contrast Proxy,000088,FST_V_VI_Dark,0.0,0,0.9204892966360856,0.8526912181303116
Shuffled Contrast Proxy,000088,FST_V_VI_Dark,0.2,1,0.8875192604006163,0.7977839335180056
Shuffled Contrast Proxy,000088,FST_V_VI_Dark,0.2,2,0.8929110105580694,0.8065395095367848
Shuffled Contrast Proxy,000088,FST_V_VI_Dark,0.2,3,0.8435374149659864,0.7294117647058823
Shuffled Contrast Proxy,000089,FST_V_VI_Dark,0.0,0,0.9529064039408867,0.9100489273616861
Shuffled Contrast Proxy,000089,FST_V_VI_Dark,0.2,1,0.9469251860556208,0.8992002975636972
Shuffled Contrast Proxy,000089,FST_V_VI_Dark,0.2,2,0.9509594882729211,0.9065040650406504
Shuffled Contrast Proxy,000089,FST_V_VI_Dark,0.2,3,0.9362416107382551,0.8801261829652997
Shuffled Contrast Proxy,000093,FST_V_VI_Dark,0.0,0,0.8485436893203884,0.7369308600337268
Shuffled Contrast Proxy,000093,FST_V_VI_Dark,0.2,1,0.6957446808510638,0.533442088091354
Shuffled Contrast Proxy,000093,FST_V_VI_Dark,0.2,2,0.8086785009861933,0.6788079470198676
Shuffled Contrast Proxy,000093,FST_V_VI_Dark,0.2,3,0.7022900763358778,0.5411764705882353
Shuffled Contrast Proxy,000095,FST_V_VI_Dark,0.0,0,0.8801341156747695,0.7859281437125748
Shuffled Contrast Proxy,000095,FST_V_VI_Dark,0.2,1,0.7519051651143099,0.6024423337856174
Shuffled Contrast Proxy,000095,FST_V_VI_Dark,0.2,2,0.8881987577639752,0.7988826815642458
Shuffled Contrast Proxy,000095,FST_V_VI_Dark,0.2,3,0.7528174305033809,0.6036144578313253
Shuffled Contrast Proxy,000096,FST_V_VI_Dark,0.0,0,0.8328846552081176,0.7136266855926189
Shuffled Contrast Proxy,000096,FST_V_VI_Dark,0.2,1,0.7308265078183172,0.5758286887650337
Shuffled Contrast Proxy,000096,FST_V_VI_Dark,0.2,2,0.801032565528197,0.6681020205366015
Shuffled Contrast Proxy,000096,FST_V_VI_Dark,0.2,3,0.7470970281440661,0.5962928055293748
Shuffled Contrast Proxy,000104,FST_V_VI_Dark,0.0,0,0.8340807174887892,0.7153846153846154
Shuffled Contrast Proxy,000104,FST_V_VI_Dark,0.2,1,0.7982456140350878,0.6642335766423357
Shuffled Contrast Proxy,000104,FST_V_VI_Dark,0.2,2,0.8195488721804511,0.6942675159235668
Shuffled Contrast Proxy,000104,FST_V_VI_Dark,0.2,3,0.8770491803278688,0.781021897810219
Shuffled Contrast Proxy,000105,FST_V_VI_Dark,0.0,0,0.7319587628865979,0.5772357723577236
Shuffled Contrast Proxy,000105,FST_V_VI_Dark,0.2,1,0.6461538461538462,0.4772727272727273
Shuffled Contrast Proxy,000105,FST_V_VI_Dark,0.2,2,0.7219512195121951,0.5648854961832062
Shuffled Contrast Proxy,000105,FST_V_VI_Dark,0.2,3,0.7669902912621359,0.6220472440944882
Shuffled Contrast Proxy,000109,FST_V_VI_Dark,0.0,0,0.7735849056603774,0.6307692307692307
Shuffled Contrast Proxy,000109,FST_V_VI_Dark,0.2,1,0.827906976744186,0.7063492063492064
Shuffled Contrast Proxy,000109,FST_V_VI_Dark,0.2,2,0.8125,0.6842105263157895
Shuffled Contrast Proxy,000109,FST_V_VI_Dark,0.2,3,0.75,0.6
Shuffled Contrast Proxy,000111,FST_V_VI_Dark,0.0,0,0.9097709209911173,0.8344768439108061
Shuffled Contrast Proxy,000111,FST_V_VI_Dark,0.2,1,0.8797736916548797,0.7853535353535354
Shuffled Contrast Proxy,000111,FST_V_VI_Dark,0.2,2,0.9173262972735268,0.8472786352558895
Shuffled Contrast Proxy,000111,FST_V_VI_Dark,0.2,3,0.9076160432627309,0.8308580858085809
Shuffled Contrast Proxy,000112,FST_V_VI_Dark,0.0,0,0.8862377503195569,0.7957153787299158
Shuffled Contrast Proxy,000112,FST_V_VI_Dark,0.2,1,0.8821802935010482,0.7891972993248312
Shuffled Contrast Proxy,000112,FST_V_VI_Dark,0.2,2,0.8680327868852459,0.7668356263577119
Shuffled Contrast Proxy,000112,FST_V_VI_Dark,0.2,3,0.8615616748396832,0.7567925778661365
Shuffled Contrast Proxy,000113,FST_V_VI_Dark,0.0,0,0.7795163584637269,0.6386946386946387
Shuffled Contrast Proxy,000113,FST_V_VI_Dark,0.2,1,0.7542372881355932,0.6054421768707483
Shuffled Contrast Proxy,000113,FST_V_VI_Dark,0.2,2,0.8016759776536313,0.668997668997669
Shuffled Contrast Proxy,000113,FST_V_VI_Dark,0.2,3,0.8230668414154653,0.6993318485523385
Shuffled Contrast Proxy,000115,FST_V_VI_Dark,0.0,0,0.7781309599491417,0.6368366285119667
Shuffled Contrast Proxy,000115,FST_V_VI_Dark,0.2,1,0.7586649550706034,0.6111685625646329
Shuffled Contrast Proxy,000115,FST_V_VI_Dark,0.2,2,0.835272504592774,0.7171398527865405
Shuffled Contrast Proxy,000115,FST_V_VI_Dark,0.2,3,0.7645398080180689,0.6188299817184644
Shuffled Contrast Proxy,000121,FST_V_VI_Dark,0.0,0,0.6308724832214765,0.46078431372549017
Shuffled Contrast Proxy,000121,FST_V_VI_Dark,0.2,1,0.5357142857142857,0.36585365853658536
Shuffled Contrast Proxy,000121,FST_V_VI_Dark,0.2,2,0.6233766233766234,0.4528301886792453
Shuffled Contrast Proxy,000121,FST_V_VI_Dark,0.2,3,0.6746987951807228,0.509090909090909
Shuffled Contrast Proxy,000124,FST_V_VI_Dark,0.0,0,0.823121387283237,0.6994106090373281
Shuffled Contrast Proxy,000124,FST_V_VI_Dark,0.2,1,0.5934579439252337,0.4219269102990033
Shuffled Contrast Proxy,000124,FST_V_VI_Dark,0.2,2,0.774054054054054,0.6313932980599647
Shuffled Contrast Proxy,000124,FST_V_VI_Dark,0.2,3,0.7258064516129032,0.569620253164557
Shuffled Contrast Proxy,000125,FST_V_VI_Dark,0.0,0,0.6550430368572059,0.4870364292746964
Shuffled Contrast Proxy,000125,FST_V_VI_Dark,0.2,1,0.5628494512321391,0.39164265129682996
Shuffled Contrast Proxy,000125,FST_V_VI_Dark,0.2,2,0.5980217285552132,0.4265556326625029
Shuffled Contrast Proxy,000125,FST_V_VI_Dark,0.2,3,0.6082572159298502,0.43704714900766567
Shuffled Contrast Proxy,000127,FST_V_VI_Dark,0.0,0,0.4142857142857143,0.26126126126126126
Shuffled Contrast Proxy,000127,FST_V_VI_Dark,0.2,1,0.3969465648854962,0.24761904761904763
Shuffled Contrast Proxy,000127,FST_V_VI_Dark,0.2,2,0.3972602739726027,0.24786324786324787
Shuffled Contrast Proxy,000127,FST_V_VI_Dark,0.2,3,0.4027777777777778,0.25217391304347825
Shuffled Contrast Proxy,000132,FST_V_VI_Dark,0.0,0,0.8826291079812206,0.7899159663865546
Shuffled Contrast Proxy,000132,FST_V_VI_Dark,0.2,1,0.7962264150943397,0.6614420062695925
Shuffled Contrast Proxy,000132,FST_V_VI_Dark,0.2,2,0.8148774302620456,0.6875891583452212
Shuffled Contrast Proxy,000132,FST_V_VI_Dark,0.2,3,0.8057190916736754,0.6746478873239437
Shuffled Contrast Proxy,000133,FST_V_VI_Dark,0.0,0,0.8289322617680827,0.707843137254902
Shuffled Contrast Proxy,000133,FST_V_VI_Dark,0.2,1,0.7029478458049887,0.541958041958042
Shuffled Contrast Proxy,000133,FST_V_VI_Dark,0.2,2,0.87527352297593,0.7782101167315175
Shuffled Contrast Proxy,000133,FST_V_VI_Dark,0.2,3,0.8242303872889771,0.7010135135135135
Shuffled Contrast Proxy,000137,FST_V_VI_Dark,0.0,0,0.9562043795620438,0.916083916083916
Shuffled Contrast Proxy,000137,FST_V_VI_Dark,0.2,1,0.9159021406727829,0.844851904090268
Shuffled Contrast Proxy,000137,FST_V_VI_Dark,0.2,2,0.9648609077598829,0.9321074964639321
Shuffled Contrast Proxy,000137,FST_V_VI_Dark,0.2,3,0.934010152284264,0.8761904761904762
Shuffled Contrast Proxy,000146,FST_V_VI_Dark,0.0,0,0.6071428571428571,0.4358974358974359
Shuffled Contrast Proxy,000146,FST_V_VI_Dark,0.2,1,0.591304347826087,0.41975308641975306
Shuffled Contrast Proxy,000146,FST_V_VI_Dark,0.2,2,0.5307692307692308,0.3612565445026178
Shuffled Contrast Proxy,000146,FST_V_VI_Dark,0.2,3,0.5877192982456141,0.4161490683229814
Shuffled Contrast Proxy,000152,FST_V_VI_Dark,0.0,0,0.8351648351648352,0.7169811320754716
Shuffled Contrast Proxy,000152,FST_V_VI_Dark,0.2,1,0.8351648351648352,0.7169811320754716
Shuffled Contrast Proxy,000152,FST_V_VI_Dark,0.2,2,0.8342245989304813,0.7155963302752294
Shuffled Contrast Proxy,000152,FST_V_VI_Dark,0.2,3,0.8082901554404145,0.6782608695652174
Shuffled Contrast Proxy,000153,FST_V_VI_Dark,0.0,0,0.9324618736383442,0.8734693877551021
Shuffled Contrast Proxy,000153,FST_V_VI_Dark,0.2,1,0.9321663019693655,0.8729508196721312
Shuffled Contrast Proxy,000153,FST_V_VI_Dark,0.2,2,0.9293361884368309,0.868
Shuffled Contrast Proxy,000153,FST_V_VI_Dark,0.2,3,0.922077922077922,0.8554216867469879
Shuffled Contrast Proxy,000160,FST_V_VI_Dark,0.0,0,0.942745969983324,0.8916929547844374
Shuffled Contrast Proxy,000160,FST_V_VI_Dark,0.2,1,0.9024812463935372,0.8222923238696109
Shuffled Contrast Proxy,000160,FST_V_VI_Dark,0.2,2,0.9405940594059405,0.8878504672897196
Shuffled Contrast Proxy,000160,FST_V_VI_Dark,0.2,3,0.9364731653888281,0.8805355303810505
Shuffled Contrast Proxy,000163,FST_V_VI_Dark,0.0,0,0.7586206896551724,0.6111111111111112
Shuffled Contrast Proxy,000163,FST_V_VI_Dark,0.2,1,0.691415313225058,0.5283687943262412
Shuffled Contrast Proxy,000163,FST_V_VI_Dark,0.2,2,0.7137546468401487,0.5549132947976878
Shuffled Contrast Proxy,000163,FST_V_VI_Dark,0.2,3,0.801762114537445,0.6691176470588235
Shuffled Contrast Proxy,000170,FST_V_VI_Dark,0.0,0,0.9127105666156202,0.8394366197183099
Shuffled Contrast Proxy,000170,FST_V_VI_Dark,0.2,1,0.8084252758274825,0.6784511784511784
Shuffled Contrast Proxy,000170,FST_V_VI_Dark,0.2,2,0.9209121785540999,0.8534172661870504
Shuffled Contrast Proxy,000170,FST_V_VI_Dark,0.2,3,0.8480626904658249,0.7362055933484505
Shuffled Contrast Proxy,000171,FST_V_VI_Dark,0.0,0,0.8144796380090498,0.6870229007633588
Shuffled Contrast Proxy,000171,FST_V_VI_Dark,0.2,1,0.6515837104072398,0.48322147651006714
Shuffled Contrast Proxy,000171,FST_V_VI_Dark,0.2,2,0.7404580152671756,0.5878787878787879
Shuffled Contrast Proxy,000171,FST_V_VI_Dark,0.2,3,0.7678571428571429,0.6231884057971014
Shuffled Contrast Proxy,000172,FST_V_VI_Dark,0.0,0,0.9784077513585003,0.9577282449622875
Shuffled Contrast Proxy,000172,FST_V_VI_Dark,0.2,1,0.9384101609547794,0.8839667887164149
Shuffled Contrast Proxy,000172,FST_V_VI_Dark,0.2,2,0.974146493742373,0.9495961049020692
Shuffled Contrast Proxy,000172,FST_V_VI_Dark,0.2,3,0.8890031666982434,0.8001851490937439
Shuffled Contrast Proxy,000181,FST_V_VI_Dark,0.0,0,0.8349514563106796,0.7166666666666667
Shuffled Contrast Proxy,000181,FST_V_VI_Dark,0.2,1,0.7761194029850746,0.6341463414634146
Shuffled Contrast Proxy,000181,FST_V_VI_Dark,0.2,2,0.8818181818181818,0.7886178861788617
Shuffled Contrast Proxy,000181,FST_V_VI_Dark,0.2,3,0.8110599078341014,0.6821705426356589
Shuffled Contrast Proxy,000190,FST_V_VI_Dark,0.0,0,0.8727082242011525,0.7741635687732342
Shuffled Contrast Proxy,000190,FST_V_VI_Dark,0.2,1,0.7191256830601093,0.5614334470989761
Shuffled Contrast Proxy,000190,FST_V_VI_Dark,0.2,2,0.8469087340529932,0.734468085106383
Shuffled Contrast Proxy,000190,FST_V_VI_Dark,0.2,3,0.8008849557522124,0.6678966789667896
Shuffled Contrast Proxy,000192,FST_V_VI_Dark,0.0,0,0.7468581687612208,0.5959885386819485
Shuffled Contrast Proxy,000192,FST_V_VI_Dark,0.2,1,0.650088809946714,0.48157894736842105
Shuffled Contrast Proxy,000192,FST_V_VI_Dark,0.2,2,0.8248772504091653,0.7019498607242339
Shuffled Contrast Proxy,000192,FST_V_VI_Dark,0.2,3,0.7872696817420436,0.649171270718232
Shuffled Contrast Proxy,000195,FST_V_VI_Dark,0.0,0,0.8768472906403941,0.7807017543859649
Shuffled Contrast Proxy,000195,FST_V_VI_Dark,0.2,1,0.7405660377358491,0.5880149812734082
Shuffled Contrast Proxy,000195,FST_V_VI_Dark,0.2,2,0.8571428571428571,0.75
Shuffled Contrast Proxy,000195,FST_V_VI_Dark,0.2,3,0.8523809523809524,0.7427385892116183
Shuffled Contrast Proxy,000200,FST_V_VI_Dark,0.0,0,0.7875160324925182,0.6495063469675599
Shuffled Contrast Proxy,000200,FST_V_VI_Dark,0.2,1,0.6822875297855441,0.517781796262809
Shuffled Contrast Proxy,000200,FST_V_VI_Dark,0.2,2,0.8001570475068708,0.6668848167539267
Shuffled Contrast Proxy,000200,FST_V_VI_Dark,0.2,3,0.7924403183023873,0.6562328390993959
Shuffled Contrast Proxy,000202,FST_V_VI_Dark,0.0,0,0.9395143487858719,0.8859283930058285
Shuffled Contrast Proxy,000202,FST_V_VI_Dark,0.2,1,0.8376884129663039,0.7207089925896255
Shuffled Contrast Proxy,000202,FST_V_VI_Dark,0.2,2,0.8773434000895771,0.7814886583836772
Shuffled Contrast Proxy,000202,FST_V_VI_Dark,0.2,3,0.8973024702434356,0.8137339986981992
Shuffled Contrast Proxy,000206,FST_V_VI_Dark,0.0,0,0.9497523000707714,0.9043126684636119
Shuffled Contrast Proxy,000206,FST_V_VI_Dark,0.2,1,0.8908170643528561,0.803129074315515
Shuffled Contrast Proxy,000206,FST_V_VI_Dark,0.2,2,0.9523809523809523,0.9090909090909091
Shuffled Contrast Proxy,000206,FST_V_VI_Dark,0.2,3,0.9409368635437881,0.8884615384615384
Shuffled Contrast Proxy,000207,FST_V_VI_Dark,0.0,0,0.7966101694915254,0.6619718309859155
Shuffled Contrast Proxy,000207,FST_V_VI_Dark,0.2,1,0.6504065040650406,0.4819277108433735
Shuffled Contrast Proxy,000207,FST_V_VI_Dark,0.2,2,0.828125,0.7066666666666667
Shuffled Contrast Proxy,000207,FST_V_VI_Dark,0.2,3,0.8840579710144928,0.7922077922077922
Shuffled Contrast Proxy,000208,FST_V_VI_Dark,0.0,0,0.7294685990338164,0.5741444866920152
