ablation_variant,image_id,skin_tone_group,delta,realization_id,dice,iou
Constant Gate (gamma = 1.0),000557,FST_III_IV_Medium,0.2,1,0.8406940063091483,0.7251700680272108
Constant Gate (gamma = 1.0),000557,FST_III_IV_Medium,0.2,2,0.8581389112362564,0.751526538280883
Constant Gate (gamma = 1.0),000557,FST_III_IV_Medium,0.2,3,0.8026084775520441,0.6702974444909929
Constant Gate (gamma = 1.0),000559,FST_III_IV_Medium,0.0,0,0.9103380695737384,0.835431654676259
Constant Gate (gamma = 1.0),000559,FST_III_IV_Medium,0.2,1,0.8958130477117819,0.8112874779541446
Constant Gate (gamma = 1.0),000559,FST_III_IV_Medium,0.2,2,0.9043392504930966,0.8253825382538253
Constant Gate (gamma = 1.0),000559,FST_III_IV_Medium,0.2,3,0.9266727772685609,0.8633646456020495
Constant Gate (gamma = 1.0),000566,FST_III_IV_Medium,0.0,0,0.9167811040922823,0.8463488843813387
Constant Gate (gamma = 1.0),000566,FST_III_IV_Medium,0.2,1,0.7785507246376812,0.6373991457047935
Constant Gate (gamma = 1.0),000566,FST_III_IV_Medium,0.2,2,0.8855004158580538,0.7945273631840796
Constant Gate (gamma = 1.0),000566,FST_III_IV_Medium,0.2,3,0.8585047666833918,0.752087912087912
Constant Gate (gamma = 1.0),000568,FST_III_IV_Medium,0.0,0,0.8450704225352113,0.7317073170731707
Constant Gate (gamma = 1.0),000568,FST_III_IV_Medium,0.2,1,0.7820372398685652,0.6420863309352518
Constant Gate (gamma = 1.0),000568,FST_III_IV_Medium,0.2,2,0.8470319634703196,0.7346534653465346
Constant Gate (gamma = 1.0),000568,FST_III_IV_Medium,0.2,3,0.8180862250262881,0.6921708185053381
Constant Gate (gamma = 1.0),000578,FST_III_IV_Medium,0.0,0,0.9633577614923384,0.929305912596401
Constant Gate (gamma = 1.0),000578,FST_III_IV_Medium,0.2,1,0.9308005427408412,0.8705583756345178
Constant Gate (gamma = 1.0),000578,FST_III_IV_Medium,0.2,2,0.9603174603174603,0.9236641221374046
Constant Gate (gamma = 1.0),000578,FST_III_IV_Medium,0.2,3,0.9569251159708416,0.9174078780177891
Constant Gate (gamma = 1.0),000584,FST_III_IV_Medium,0.0,0,0.6423357664233577,0.4731182795698925
Constant Gate (gamma = 1.0),000584,FST_III_IV_Medium,0.2,1,0.6376811594202898,0.46808510638297873
Constant Gate (gamma = 1.0),000584,FST_III_IV_Medium,0.2,2,0.6666666666666666,0.5
Constant Gate (gamma = 1.0),000584,FST_III_IV_Medium,0.2,3,0.6193548387096774,0.4485981308411215
Constant Gate (gamma = 1.0),000589,FST_III_IV_Medium,0.0,0,0.7796610169491526,0.6388888888888888
Constant Gate (gamma = 1.0),000589,FST_III_IV_Medium,0.2,1,0.7424242424242424,0.5903614457831325
Constant Gate (gamma = 1.0),000589,FST_III_IV_Medium,0.2,2,0.801007556675063,0.6680672268907563
Constant Gate (gamma = 1.0),000589,FST_III_IV_Medium,0.2,3,0.6993603411513859,0.5377049180327869
Constant Gate (gamma = 1.0),000590,FST_III_IV_Medium,0.0,0,0.8978723404255319,0.8146718146718147
Constant Gate (gamma = 1.0),000590,FST_III_IV_Medium,0.2,1,0.7677277024897573,0.6230179028132993
Constant Gate (gamma = 1.0),000590,FST_III_IV_Medium,0.2,2,0.8358556461001164,0.718
Constant Gate (gamma = 1.0),000590,FST_III_IV_Medium,0.2,3,0.8591101694915254,0.7530176415970288
Constant Gate (gamma = 1.0),000594,FST_III_IV_Medium,0.0,0,0.912,0.8382352941176471
Constant Gate (gamma = 1.0),000594,FST_III_IV_Medium,0.2,1,0.9016393442622951,0.8208955223880597
Constant Gate (gamma = 1.0),000594,FST_III_IV_Medium,0.2,2,0.9365079365079365,0.8805970149253731
Constant Gate (gamma = 1.0),000594,FST_III_IV_Medium,0.2,3,0.921875,0.855072463768116
Constant Gate (gamma = 1.0),000596,FST_III_IV_Medium,0.0,0,0.9477611940298507,0.900709219858156
Constant Gate (gamma = 1.0),000596,FST_III_IV_Medium,0.2,1,0.9247104247104247,0.8599640933572711
Constant Gate (gamma = 1.0),000596,FST_III_IV_Medium,0.2,2,0.9493087557603687,0.9035087719298246
Constant Gate (gamma = 1.0),000596,FST_III_IV_Medium,0.2,3,0.9365942028985508,0.8807495741056218
Constant Gate (gamma = 1.0),000605,FST_III_IV_Medium,0.0,0,0.9453860640301318,0.8964285714285715
Constant Gate (gamma = 1.0),000605,FST_III_IV_Medium,0.2,1,0.9037603569152326,0.8244186046511628
Constant Gate (gamma = 1.0),000605,FST_III_IV_Medium,0.2,2,0.9402985074626866,0.8873239436619719
Constant Gate (gamma = 1.0),000605,FST_III_IV_Medium,0.2,3,0.9480925578486554,0.901307966706302
Constant Gate (gamma = 1.0),000606,FST_III_IV_Medium,0.0,0,0.9154150197628459,0.8440233236151603
Constant Gate (gamma = 1.0),000606,FST_III_IV_Medium,0.2,1,0.749379652605459,0.5992063492063492
Constant Gate (gamma = 1.0),000606,FST_III_IV_Medium,0.2,2,0.8653421633554084,0.7626459143968871
Constant Gate (gamma = 1.0),000606,FST_III_IV_Medium,0.2,3,0.8349961627014582,0.7167325428194994
Constant Gate (gamma = 1.0),000613,FST_III_IV_Medium,0.0,0,0.6984126984126984,0.5365853658536586
Constant Gate (gamma = 1.0),000613,FST_III_IV_Medium,0.2,1,0.6167400881057269,0.445859872611465
Constant Gate (gamma = 1.0),000613,FST_III_IV_Medium,0.2,2,0.7480314960629921,0.5974842767295597
Constant Gate (gamma = 1.0),000613,FST_III_IV_Medium,0.2,3,0.7376425855513308,0.5843373493975904
Constant Gate (gamma = 1.0),000614,FST_III_IV_Medium,0.0,0,0.9391025641025641,0.8851963746223565
Constant Gate (gamma = 1.0),000614,FST_III_IV_Medium,0.2,1,0.9051580698835274,0.8267477203647416
Constant Gate (gamma = 1.0),000614,FST_III_IV_Medium,0.2,2,0.9381933438985737,0.8835820895522388
Constant Gate (gamma = 1.0),000614,FST_III_IV_Medium,0.2,3,0.9408,0.8882175226586103
Constant Gate (gamma = 1.0),000615,FST_III_IV_Medium,0.0,0,0.8637200736648251,0.7601296596434359
Constant Gate (gamma = 1.0),000615,FST_III_IV_Medium,0.2,1,0.7010506208213945,0.5397058823529411
Constant Gate (gamma = 1.0),000615,FST_III_IV_Medium,0.2,2,0.8655959425190194,0.7630402384500745
Constant Gate (gamma = 1.0),000615,FST_III_IV_Medium,0.2,3,0.842820730671198,0.7283406754772394
Constant Gate (gamma = 1.0),000618,FST_III_IV_Medium,0.0,0,0.8837209302325582,0.7916666666666666
Constant Gate (gamma = 1.0),000618,FST_III_IV_Medium,0.2,1,0.8591065292096219,0.7530120481927711
Constant Gate (gamma = 1.0),000618,FST_III_IV_Medium,0.2,2,0.8852459016393442,0.7941176470588235
Constant Gate (gamma = 1.0),000618,FST_III_IV_Medium,0.2,3,0.8599348534201955,0.7542857142857143
Constant Gate (gamma = 1.0),000619,FST_III_IV_Medium,0.0,0,0.8292682926829268,0.7083333333333334
Constant Gate (gamma = 1.0),000619,FST_III_IV_Medium,0.2,1,0.7643504531722054,0.6185819070904646
Constant Gate (gamma = 1.0),000619,FST_III_IV_Medium,0.2,2,0.7397260273972602,0.5869565217391305
Constant Gate (gamma = 1.0),000619,FST_III_IV_Medium,0.2,3,0.7513487003433056,0.6017282010997643
Constant Gate (gamma = 1.0),000620,FST_III_IV_Medium,0.0,0,0.7304582210242587,0.5753715498938429
Constant Gate (gamma = 1.0),000620,FST_III_IV_Medium,0.2,1,0.6693877551020408,0.5030674846625767
Constant Gate (gamma = 1.0),000620,FST_III_IV_Medium,0.2,2,0.8494117647058823,0.7382413087934561
Constant Gate (gamma = 1.0),000620,FST_III_IV_Medium,0.2,3,0.8980477223427332,0.8149606299212598
Constant Gate (gamma = 1.0),000622,FST_III_IV_Medium,0.0,0,0.5788336933045356,0.4072948328267477
Constant Gate (gamma = 1.0),000622,FST_III_IV_Medium,0.2,1,0.45188284518828453,0.2918918918918919
Constant Gate (gamma = 1.0),000622,FST_III_IV_Medium,0.2,2,0.548936170212766,0.3782991202346041
Constant Gate (gamma = 1.0),000622,FST_III_IV_Medium,0.2,3,0.7514231499051234,0.601823708206687
Constant Gate (gamma = 1.0),000623,FST_III_IV_Medium,0.0,0,0.8930272845387613,0.8067292644757433
Constant Gate (gamma = 1.0),000623,FST_III_IV_Medium,0.2,1,0.8466257668711656,0.7340425531914894
Constant Gate (gamma = 1.0),000623,FST_III_IV_Medium,0.2,2,0.9007062733693394,0.8193499622071051
Constant Gate (gamma = 1.0),000623,FST_III_IV_Medium,0.2,3,0.838353839626644,0.7216946676406136
Constant Gate (gamma = 1.0),000625,FST_III_IV_Medium,0.0,0,0.8605341246290801,0.7552083333333334
Constant Gate (gamma = 1.0),000625,FST_III_IV_Medium,0.2,1,0.7804878048780488,0.64
Constant Gate (gamma = 1.0),000625,FST_III_IV_Medium,0.2,2,0.8710601719197708,0.7715736040609137
Constant Gate (gamma = 1.0),000625,FST_III_IV_Medium,0.2,3,0.8668555240793201,0.765
Constant Gate (gamma = 1.0),000626,FST_III_IV_Medium,0.0,0,0.8888888888888888,0.8
Constant Gate (gamma = 1.0),000626,FST_III_IV_Medium,0.2,1,0.7729257641921398,0.6298932384341637
Constant Gate (gamma = 1.0),000626,FST_III_IV_Medium,0.2,2,0.9080234833659491,0.8315412186379928
Constant Gate (gamma = 1.0),000626,FST_III_IV_Medium,0.2,3,0.891170431211499,0.8037037037037037
Constant Gate (gamma = 1.0),000627,FST_III_IV_Medium,0.0,0,0.7636363636363637,0.6176470588235294
Constant Gate (gamma = 1.0),000627,FST_III_IV_Medium,0.2,1,0.6625,0.4953271028037383
Constant Gate (gamma = 1.0),000627,FST_III_IV_Medium,0.2,2,0.8242424242424242,0.7010309278350515
Constant Gate (gamma = 1.0),000627,FST_III_IV_Medium,0.2,3,0.7272727272727273,0.5714285714285714
Constant Gate (gamma = 1.0),000629,FST_III_IV_Medium,0.0,0,0.7045454545454546,0.543859649122807
Constant Gate (gamma = 1.0),000629,FST_III_IV_Medium,0.2,1,0.5869565217391305,0.4153846153846154
Constant Gate (gamma = 1.0),000629,FST_III_IV_Medium,0.2,2,0.6881720430107527,0.5245901639344263
Constant Gate (gamma = 1.0),000629,FST_III_IV_Medium,0.2,3,0.7291666666666666,0.5737704918032787
Constant Gate (gamma = 1.0),000632,FST_III_IV_Medium,0.0,0,0.8704663212435233,0.7706422018348624
Constant Gate (gamma = 1.0),000632,FST_III_IV_Medium,0.2,1,0.7872340425531915,0.6491228070175439
Constant Gate (gamma = 1.0),000632,FST_III_IV_Medium,0.2,2,0.8452950558213717,0.7320441988950276
Constant Gate (gamma = 1.0),000632,FST_III_IV_Medium,0.2,3,0.836424957841484,0.7188405797101449
Constant Gate (gamma = 1.0),000634,FST_III_IV_Medium,0.0,0,0.852054794520548,0.7422434367541766
Constant Gate (gamma = 1.0),000634,FST_III_IV_Medium,0.2,1,0.7747489239598279,0.6323185011709602
Constant Gate (gamma = 1.0),000634,FST_III_IV_Medium,0.2,2,0.7990074441687345,0.6652892561983471
Constant Gate (gamma = 1.0),000634,FST_III_IV_Medium,0.2,3,0.754950495049505,0.6063618290258449
Constant Gate (gamma = 1.0),000636,FST_III_IV_Medium,0.0,0,0.75,0.6
Constant Gate (gamma = 1.0),000636,FST_III_IV_Medium,0.2,1,0.6666666666666666,0.5
Constant Gate (gamma = 1.0),000636,FST_III_IV_Medium,0.2,2,0.6666666666666666,0.5
Constant Gate (gamma = 1.0),000636,FST_III_IV_Medium,0.2,3,0.6111111111111112,0.44
Constant Gate (gamma = 1.0),000638,FST_III_IV_Medium,0.0,0,0.8192771084337349,0.6938775510204082
Constant Gate (gamma = 1.0),000638,FST_III_IV_Medium,0.2,1,0.7096774193548387,0.55
Constant Gate (gamma = 1.0),000638,FST_III_IV_Medium,0.2,2,0.8,0.6666666666666666
Constant Gate (gamma = 1.0),000638,FST_III_IV_Medium,0.2,3,0.8674698795180723,0.7659574468085106
Constant Gate (gamma = 1.0),000639,FST_III_IV_Medium,0.0,0,0.8991562876657292,0.8167883211678832
Constant Gate (gamma = 1.0),000639,FST_III_IV_Medium,0.2,1,0.7996924259900039,0.6662395900064062
Constant Gate (gamma = 1.0),000639,FST_III_IV_Medium,0.2,2,0.8793170353123787,0.7846260387811634
Constant Gate (gamma = 1.0),000639,FST_III_IV_Medium,0.2,3,0.8730385164051355,0.7746835443037975
Constant Gate (gamma = 1.0),000642,FST_III_IV_Medium,0.0,0,0.8524590163934426,0.7428571428571429
Constant Gate (gamma = 1.0),000642,FST_III_IV_Medium,0.2,1,0.8426842684268426,0.7281368821292775
Constant Gate (gamma = 1.0),000642,FST_III_IV_Medium,0.2,2,0.806941431670282,0.6763636363636364
Constant Gate (gamma = 1.0),000642,FST_III_IV_Medium,0.2,3,0.875,0.7777777777777778
Constant Gate (gamma = 1.0),000644,FST_III_IV_Medium,0.0,0,0.7364157948025649,0.5827991452991453
Constant Gate (gamma = 1.0),000644,FST_III_IV_Medium,0.2,1,0.5748299319727891,0.4033412887828162
Constant Gate (gamma = 1.0),000644,FST_III_IV_Medium,0.2,2,0.7554449284380834,0.607
Constant Gate (gamma = 1.0),000644,FST_III_IV_Medium,0.2,3,0.772067714631197,0.6287543082225505
Constant Gate (gamma = 1.0),000646,FST_III_IV_Medium,0.0,0,0.9352025119731041,0.8782914333373049
Constant Gate (gamma = 1.0),000646,FST_III_IV_Medium,0.2,1,0.9167303752178833,0.8462624209575429
Constant Gate (gamma = 1.0),000646,FST_III_IV_Medium,0.2,2,0.8869120961682945,0.796803283114639
Constant Gate (gamma = 1.0),000646,FST_III_IV_Medium,0.2,3,0.8552571688666363,0.747117296222664
Constant Gate (gamma = 1.0),000653,FST_III_IV_Medium,0.0,0,0.9536423841059603,0.9113924050632911
Constant Gate (gamma = 1.0),000653,FST_III_IV_Medium,0.2,1,0.8979591836734694,0.8148148148148148
Constant Gate (gamma = 1.0),000653,FST_III_IV_Medium,0.2,2,0.9406593406593406,0.8879668049792531
Constant Gate (gamma = 1.0),000653,FST_III_IV_Medium,0.2,3,0.9266247379454927,0.86328125
Constant Gate (gamma = 1.0),000006,FST_V_VI_Dark,0.0,0,0.9006792007087312,0.8193051575931232
Constant Gate (gamma = 1.0),000006,FST_V_VI_Dark,0.2,1,0.831485366097293,0.7115746281415627
Constant Gate (gamma = 1.0),000006,FST_V_VI_Dark,0.2,2,0.8530549110595514,0.7437626432906271
Constant Gate (gamma = 1.0),000006,FST_V_VI_Dark,0.2,3,0.8312143796580447,0.7111777944486122
Constant Gate (gamma = 1.0),000007,FST_V_VI_Dark,0.0,0,0.7532467532467533,0.6041666666666666
Constant Gate (gamma = 1.0),000007,FST_V_VI_Dark,0.2,1,0.6926406926406926,0.5298013245033113
Constant Gate (gamma = 1.0),000007,FST_V_VI_Dark,0.2,2,0.7073170731707317,0.5471698113207547
Constant Gate (gamma = 1.0),000007,FST_V_VI_Dark,0.2,3,0.6692307692307692,0.5028901734104047
Constant Gate (gamma = 1.0),000011,FST_V_VI_Dark,0.0,0,0.9575767860173087,0.9186065440338597
Constant Gate (gamma = 1.0),000011,FST_V_VI_Dark,0.2,1,0.9456438262650397,0.8968921981223696
Constant Gate (gamma = 1.0),000011,FST_V_VI_Dark,0.2,2,0.8988709677419355,0.8163175626190128
Constant Gate (gamma = 1.0),000011,FST_V_VI_Dark,0.2,3,0.8424601093714885,0.7278022262490292
Constant Gate (gamma = 1.0),000012,FST_V_VI_Dark,0.0,0,0.8013937282229965,0.6686046511627907
Constant Gate (gamma = 1.0),000012,FST_V_VI_Dark,0.2,1,0.8458781362007168,0.7329192546583851
Constant Gate (gamma = 1.0),000012,FST_V_VI_Dark,0.2,2,0.7972972972972973,0.6629213483146067
Constant Gate (gamma = 1.0),000012,FST_V_VI_Dark,0.2,3,0.7492063492063492,0.5989847715736041
Constant Gate (gamma = 1.0),000015,FST_V_VI_Dark,0.0,0,0.9157260459984724,0.8445522855353789
Constant Gate (gamma = 1.0),000015,FST_V_VI_Dark,0.2,1,0.7900623239136003,0.6529777025119955
Constant Gate (gamma = 1.0),000015,FST_V_VI_Dark,0.2,2,0.875722785552669,0.7789206917113893
Constant Gate (gamma = 1.0),000015,FST_V_VI_Dark,0.2,3,0.8140934708430778,0.6864735548946075
Constant Gate (gamma = 1.0),000022,FST_V_VI_Dark,0.0,0,0.8890589135424637,0.800275482093664
Constant Gate (gamma = 1.0),000022,FST_V_VI_Dark,0.2,1,0.8458333333333333,0.7328519855595668
Constant Gate (gamma = 1.0),000022,FST_V_VI_Dark,0.2,2,0.8724883103753317,0.7738175297018606
Constant Gate (gamma = 1.0),000022,FST_V_VI_Dark,0.2,3,0.8229326412645983,0.6991381038284226
Constant Gate (gamma = 1.0),000053,FST_V_VI_Dark,0.0,0,0.7939508506616257,0.658307210031348
Constant Gate (gamma = 1.0),000053,FST_V_VI_Dark,0.2,1,0.8165467625899281,0.6899696048632219
Constant Gate (gamma = 1.0),000053,FST_V_VI_Dark,0.2,2,0.8135593220338984,0.6857142857142857
Constant Gate (gamma = 1.0),000053,FST_V_VI_Dark,0.2,3,0.7217537942664418,0.5646437994722955
Constant Gate (gamma = 1.0),000060,FST_V_VI_Dark,0.0,0,0.9344073647871116,0.8768898488120951
Constant Gate (gamma = 1.0),000060,FST_V_VI_Dark,0.2,1,0.7652370203160271,0.6197440585009141
Constant Gate (gamma = 1.0),000060,FST_V_VI_Dark,0.2,2,0.8900862068965517,0.8019417475728156
Constant Gate (gamma = 1.0),000060,FST_V_VI_Dark,0.2,3,0.8740416210295728,0.7762645914396887
Constant Gate (gamma = 1.0),000077,FST_V_VI_Dark,0.0,0,0.8994778067885117,0.8173190984578885
Constant Gate (gamma = 1.0),000077,FST_V_VI_Dark,0.2,1,0.8160442600276625,0.6892523364485982
Constant Gate (gamma = 1.0),000077,FST_V_VI_Dark,0.2,2,0.9053030303030303,0.8269896193771626
Constant Gate (gamma = 1.0),000077,FST_V_VI_Dark,0.2,3,0.9041269841269841,0.8250289687137891
Constant Gate (gamma = 1.0),000080,FST_V_VI_Dark,0.0,0,0.8827586206896552,0.7901234567901234
Constant Gate (gamma = 1.0),000080,FST_V_VI_Dark,0.2,1,0.8085106382978723,0.6785714285714286
Constant Gate (gamma = 1.0),000080,FST_V_VI_Dark,0.2,2,0.8686868686868687,0.7678571428571429
Constant Gate (gamma = 1.0),000080,FST_V_VI_Dark,0.2,3,0.8242811501597445,0.7010869565217391
Constant Gate (gamma = 1.0),000087,FST_V_VI_Dark,0.0,0,0.7931309904153354,0.657180675049636
Constant Gate (gamma = 1.0),000087,FST_V_VI_Dark,0.2,1,0.8156797331109258,0.6887323943661972
Constant Gate (gamma = 1.0),000087,FST_V_VI_Dark,0.2,2,0.7911439114391144,0.6544566544566545
Constant Gate (gamma = 1.0),000087,FST_V_VI_Dark,0.2,3,0.749632892804699,0.5995302407516148
Constant Gate (gamma = 1.0),000088,FST_V_VI_Dark,0.0,0,0.9204892966360856,0.8526912181303116
Constant Gate (gamma = 1.0),000088,FST_V_VI_Dark,0.2,1,0.8895705521472392,0.8011049723756906
Constant Gate (gamma = 1.0),000088,FST_V_VI_Dark,0.2,2,0.8839285714285714,0.792
Constant Gate (gamma = 1.0),000088,FST_V_VI_Dark,0.2,3,0.8389715832205683,0.7226107226107226
Constant Gate (gamma = 1.0),000089,FST_V_VI_Dark,0.0,0,0.952935372471633,0.9101017715793441
Constant Gate (gamma = 1.0),000089,FST_V_VI_Dark,0.2,1,0.9476372924648787,0.9004854368932039
Constant Gate (gamma = 1.0),000089,FST_V_VI_Dark,0.2,2,0.9519812609798946,0.9083628236170609
Constant Gate (gamma = 1.0),000089,FST_V_VI_Dark,0.2,3,0.9408117249154453,0.8882384246939862
Constant Gate (gamma = 1.0),000093,FST_V_VI_Dark,0.0,0,0.8582302568981922,0.7516666666666667
Constant Gate (gamma = 1.0),000093,FST_V_VI_Dark,0.2,1,0.7102803738317757,0.5507246376811594
Constant Gate (gamma = 1.0),000093,FST_V_VI_Dark,0.2,2,0.8291782086795937,0.7082018927444795
Constant Gate (gamma = 1.0),000093,FST_V_VI_Dark,0.2,3,0.696969696969697,0.5348837209302325
Constant Gate (gamma = 1.0),000095,FST_V_VI_Dark,0.0,0,0.8792672772689425,0.7845468053491828
Constant Gate (gamma = 1.0),000095,FST_V_VI_Dark,0.2,1,0.757753562447611,0.6099865047233468
Constant Gate (gamma = 1.0),000095,FST_V_VI_Dark,0.2,2,0.8813559322033898,0.7878787878787878
Constant Gate (gamma = 1.0),000095,FST_V_VI_Dark,0.2,3,0.7522522522522522,0.6028880866425993
Constant Gate (gamma = 1.0),000096,FST_V_VI_Dark,0.0,0,0.8280254777070064,0.7065217391304348
Constant Gate (gamma = 1.0),000096,FST_V_VI_Dark,0.2,1,0.7275054864667154,0.5717160103478011
Constant Gate (gamma = 1.0),000096,FST_V_VI_Dark,0.2,2,0.7951996852252606,0.6600261267145656
Constant Gate (gamma = 1.0),000096,FST_V_VI_Dark,0.2,3,0.7413022351797862,0.5889437924644843
Constant Gate (gamma = 1.0),000104,FST_V_VI_Dark,0.0,0,0.8545454545454545,0.746031746031746
Constant Gate (gamma = 1.0),000104,FST_V_VI_Dark,0.2,1,0.8053097345132744,0.674074074074074
Constant Gate (gamma = 1.0),000104,FST_V_VI_Dark,0.2,2,0.8226415094339623,0.6987179487179487
Constant Gate (gamma = 1.0),000104,FST_V_VI_Dark,0.2,3,0.8962655601659751,0.8120300751879699
Constant Gate (gamma = 1.0),000105,FST_V_VI_Dark,0.0,0,0.7244897959183674,0.568
Constant Gate (gamma = 1.0),000105,FST_V_VI_Dark,0.2,1,0.6435643564356436,0.4744525547445255
Constant Gate (gamma = 1.0),000105,FST_V_VI_Dark,0.2,2,0.7169811320754716,0.5588235294117647
Constant Gate (gamma = 1.0),000105,FST_V_VI_Dark,0.2,3,0.7559808612440191,0.6076923076923076
Constant Gate (gamma = 1.0),000109,FST_V_VI_Dark,0.0,0,0.7699530516431925,0.6259541984732825
Constant Gate (gamma = 1.0),000109,FST_V_VI_Dark,0.2,1,0.822429906542056,0.6984126984126984
Constant Gate (gamma = 1.0),000109,FST_V_VI_Dark,0.2,2,0.8125,0.6842105263157895
Constant Gate (gamma = 1.0),000109,FST_V_VI_Dark,0.2,3,0.7579908675799086,0.6102941176470589
Constant Gate (gamma = 1.0),000111,FST_V_VI_Dark,0.0,0,0.9130028063610851,0.8399311531841652
Constant Gate (gamma = 1.0),000111,FST_V_VI_Dark,0.2,1,0.8858490566037736,0.7950889077053345
Constant Gate (gamma = 1.0),000111,FST_V_VI_Dark,0.2,2,0.9217852408307556,0.8549180327868853
Constant Gate (gamma = 1.0),000111,FST_V_VI_Dark,0.2,3,0.9098286744815148,0.8345740281224152
Constant Gate (gamma = 1.0),000112,FST_V_VI_Dark,0.0,0,0.8846480067854113,0.7931558935361217
Constant Gate (gamma = 1.0),000112,FST_V_VI_Dark,0.2,1,0.8797996661101837,0.7853949329359166
Constant Gate (gamma = 1.0),000112,FST_V_VI_Dark,0.2,2,0.8636734693877551,0.7600574712643678
Constant Gate (gamma = 1.0),000112,FST_V_VI_Dark,0.2,3,0.8573573573573574,0.7503285151116952
Constant Gate (gamma = 1.0),000113,FST_V_VI_Dark,0.0,0,0.7898448519040903,0.6526806526806527
Constant Gate (gamma = 1.0),000113,FST_V_VI_Dark,0.2,1,0.7575757575757576,0.6097560975609756
